year,month,state,rolling_12_month_deaths,data_source,population,median_household_income,unemployment_rate
2024,2024-03-01,Utah,339,CDC SODA API,,,
2024,2024-03-01,Vermont,203,CDC SODA API,,,
2024,2024-03-01,Virginia,1732,CDC SODA API,,,
2024,2024-03-01,Washington,2724,CDC SODA API,,,
2024,2024-03-01,West Virginia,1061,CDC SODA API,,,
2024,2024-03-01,Wisconsin,1171,CDC SODA API,,,
2024,2024-03-01,Wyoming,42,CDC SODA API,,,
2024,2024-04-01,Alabama,1002,CDC SODA API,,,
2024,2024-04-01,Alaska,314,CDC SODA API,,,
2024,2024-04-01,Arizona,1687,CDC SODA API,,,
2024,2024-04-01,Arkansas,228,CDC SODA API,,,
2024,2024-04-01,California,7388,CDC SODA API,,,
2024,2024-04-01,Colorado,1106,CDC SODA API,,,
2024,2024-04-01,Connecticut,1048,CDC SODA API,,,
2024,2024-04-01,Delaware,387,CDC SODA API,,,
2024,2024-04-01,District of Columbia,451,CDC SODA API,,,
2024,2024-04-01,Florida,4429,CDC SODA API,,,
2024,2024-04-01,Georgia,1477,CDC SODA API,,,
2024,2024-04-01,Hawaii,116,CDC SODA API,,,
2024,2024-04-01,Idaho,177,CDC SODA API,,,
2024,2024-04-01,Illinois,2350,CDC SODA API,,,
2024,2024-04-01,Indiana,1419,CDC SODA API,,,
2024,2024-04-01,Iowa,171,CDC SODA API,,,
2024,2024-04-01,Kansas,322,CDC SODA API,,,
2024,2024-04-01,Kentucky,1328,CDC SODA API,,,
2024,2024-04-01,Maine,457,CDC SODA API,,,
2024,2024-04-01,Maryland,1851,CDC SODA API,,,
2024,2024-04-01,Massachusetts,1829,CDC SODA API,,,
2024,2024-04-01,Michigan,1845,CDC SODA API,,,
2024,2024-04-01,Minnesota,852,CDC SODA API,,,
2024,2024-04-01,Mississippi,380,CDC SODA API,,,
2024,2024-04-01,Missouri,1211,CDC SODA API,,,
2024,2024-04-01,Montana,94,CDC SODA API,,,
2024,2024-04-01,Nebraska,56,CDC SODA API,,,
2024,2024-04-01,Nevada,822,CDC SODA API,,,
2024,2024-04-01,New Hampshire,328,CDC SODA API,,,
2024,2024-04-01,New Jersey,1991,CDC SODA API,,,
2024,2024-04-01,New Mexico,593,CDC SODA API,,,
2024,2024-04-01,New York,2391,CDC SODA API,,,
2024,2024-04-01,New York City,2342,CDC SODA API,,,
2024,2024-04-01,North Carolina,0,CDC SODA API,,,
2024,2024-04-01,North Dakota,78,CDC SODA API,,,
2024,2024-04-01,Ohio,3087,CDC SODA API,,,
2024,2024-04-01,Oklahoma,679,CDC SODA API,,,
2024,2024-04-01,Oregon,1355,CDC SODA API,,,
2024,2024-04-01,Puerto Rico,572,CDC SODA API,,,
2024,2024-04-01,Rhode Island,285,CDC SODA API,,,
2024,2024-04-01,South Carolina,1383,CDC SODA API,,,
2024,2024-04-01,South Dakota,28,CDC SODA API,,,
2024,2024-04-01,Tennessee,2521,CDC SODA API,,,
2024,2024-04-01,Texas,2490,CDC SODA API,,,
2024,2024-04-01,United States,67618,CDC SODA API,,,
2024,2024-04-01,Utah,341,CDC SODA API,,,
2024,2024-04-01,Vermont,184,CDC SODA API,,,
2024,2024-04-01,Virginia,1676,CDC SODA API,,,
2024,2024-04-01,Washington,2695,CDC SODA API,,,
2024,2024-04-01,West Virginia,1008,CDC SODA API,,,
2024,2024-04-01,Wisconsin,1126,CDC SODA API,,,
2024,2024-04-01,Wyoming,43,CDC SODA API,,,
2024,2024-05-01,Alabama,945,CDC SODA API,,,
2024,2024-05-01,Alaska,317,CDC SODA API,,,
2024,2024-05-01,Arizona,1641,CDC SODA API,,,
2024,2024-05-01,Arkansas,207,CDC SODA API,,,
2024,2024-05-01,California,7166,CDC SODA API,,,
2024,2024-05-01,Colorado,1073,CDC SODA API,,,
2024,2024-05-01,Connecticut,997,CDC SODA API,,,
2024,2024-05-01,Delaware,375,CDC SODA API,,,
2024,2024-05-01,District of Columbia,455,CDC SODA API,,,
2024,2024-05-01,Florida,4334,CDC SODA API,,,
2024,2024-05-01,Georgia,1400,CDC SODA API,,,
2024,2024-05-01,Hawaii,117,CDC SODA API,,,
2024,2024-05-01,Idaho,171,CDC SODA API,,,
2024,2024-05-01,Illinois,2252,CDC SODA API,,,
2024,2024-05-01,Indiana,1363,CDC SODA API,,,
2024,2024-05-01,Iowa,164,CDC SODA API,,,
2024,2024-05-01,Kansas,316,CDC SODA API,,,
2024,2024-05-01,Kentucky,1280,CDC SODA API,,,
2024,2024-05-01,Maine,448,CDC SODA API,,,
2024,2024-05-01,Maryland,1803,CDC SODA API,,,
2024,2024-05-01,Massachusetts,1735,CDC SODA API,,,
2024,2024-05-01,Michigan,1783,CDC SODA API,,,
2024,2024-05-01,Minnesota,819,CDC SODA API,,,
2024,2024-05-01,Mississippi,368,CDC SODA API,,,
2024,2024-05-01,Missouri,1167,CDC SODA API,,,
2024,2024-05-01,Montana,91,CDC SODA API,,,
2024,2024-05-01,Nebraska,0,CDC SODA API,,,
2024,2024-05-01,Nevada,831,CDC SODA API,,,
2024,2024-05-01,New Hampshire,310,CDC SODA API,,,
2024,2024-05-01,New Jersey,1897,CDC SODA API,,,
2024,2024-05-01,New Mexico,587,CDC SODA API,,,
2024,2024-05-01,New York,2309,CDC SODA API,,,
2024,2024-05-01,New York City,2282,CDC SODA API,,,
2024,2024-05-01,North Carolina,0,CDC SODA API,,,
2024,2024-05-01,North Dakota,74,CDC SODA API,,,
2024,2024-05-01,Ohio,2949,CDC SODA API,,,
2024,2024-05-01,Oklahoma,650,CDC SODA API,,,
2024,2024-05-01,Oregon,1359,CDC SODA API,,,
2024,2024-05-01,Puerto Rico,553,CDC SODA API,,,
2024,2024-05-01,Rhode Island,289,CDC SODA API,,,
2024,2024-05-01,South Carolina,1330,CDC SODA API,,,
2024,2024-05-01,South Dakota,27,CDC SODA API,,,
2024,2024-05-01,Tennessee,2427,CDC SODA API,,,
2024,2024-05-01,Texas,2450,CDC SODA API,,,
2024,2024-05-01,United States,65374,CDC SODA API,,,
2024,2024-05-01,Utah,342,CDC SODA API,,,
2024,2024-05-01,Vermont,184,CDC SODA API,,,
2024,2024-05-01,Virginia,1609,CDC SODA API,,,
2024,2024-05-01,Washington,2692,CDC SODA API,,,
2024,2024-05-01,West Virginia,954,CDC SODA API,,,
2024,2024-05-01,Wisconsin,1068,CDC SODA API,,,
2024,2024-05-01,Wyoming,41,CDC SODA API,,,
2024,2024-06-01,Alabama,922,CDC SODA API,,,
2024,2024-06-01,Alaska,326,CDC SODA API,,,
2024,2024-06-01,Arizona,1626,CDC SODA API,,,
2024,2024-06-01,Arkansas,190,CDC SODA API,,,
2024,2024-06-01,California,6976,CDC SODA API,,,
2024,2024-06-01,Colorado,1044,CDC SODA API,,,
2024,2024-06-01,Connecticut,979,CDC SODA API,,,
2024,2024-06-01,Delaware,371,CDC SODA API,,,
2024,2024-06-01,District of Columbia,440,CDC SODA API,,,
2024,2024-06-01,Florida,4193,CDC SODA API,,,
2024,2024-06-01,Georgia,1386,CDC SODA API,,,
2024,2024-06-01,Hawaii,112,CDC SODA API,,,
2024,2024-06-01,Idaho,166,CDC SODA API,,,
2024,2024-06-01,Illinois,2150,CDC SODA API,,,
2024,2024-06-01,Indiana,1342,CDC SODA API,,,
2024,2024-06-01,Iowa,164,CDC SODA API,,,
2024,2024-06-01,Kansas,300,CDC SODA API,,,
2024,2024-06-01,Kentucky,1254,CDC SODA API,,,
2024,2024-06-01,Maine,430,CDC SODA API,,,
2024,2024-06-01,Maryland,1744,CDC SODA API,,,
2024,2024-06-01,Massachusetts,1668,CDC SODA API,,,
2024,2024-06-01,Michigan,1722,CDC SODA API,,,
2024,2024-06-01,Minnesota,782,CDC SODA API,,,
2024,2024-06-01,Mississippi,356,CDC SODA API,,,
2024,2024-06-01,Missouri,1141,CDC SODA API,,,
2024,2024-06-01,Montana,86,CDC SODA API,,,
2024,2024-06-01,Nebraska,0,CDC SODA API,,,
2024,2024-06-01,Nevada,859,CDC SODA API,,,
2024,2024-06-01,New Hampshire,301,CDC SODA API,,,
2024,2024-06-01,New Jersey,1817,CDC SODA API,,,
2024,2024-06-01,New Mexico,548,CDC SODA API,,,
2024,2024-06-01,New York,2222,CDC SODA API,,,
2024,2024-06-01,New York City,2165,CDC SODA API,,,
2024,2024-06-01,North Carolina,0,CDC SODA API,,,
2024,2024-06-01,North Dakota,0,CDC SODA API,,,
2024,2024-06-01,Ohio,2828,CDC SODA API,,,
2024,2024-06-01,Oklahoma,652,CDC SODA API,,,
2024,2024-06-01,Oregon,1317,CDC SODA API,,,
2024,2024-06-01,Puerto Rico,546,CDC SODA API,,,
2024,2024-06-01,Rhode Island,280,CDC SODA API,,,
2024,2024-06-01,South Carolina,1243,CDC SODA API,,,
2024,2024-06-01,South Dakota,28,CDC SODA API,,,
2024,2024-06-01,Tennessee,2330,CDC SODA API,,,
2024,2024-06-01,Texas,2406,CDC SODA API,,,
2024,2024-06-01,United States,63313,CDC SODA API,,,
2024,2024-06-01,Utah,339,CDC SODA API,,,
2024,2024-06-01,Vermont,195,CDC SODA API,,,
2024,2024-06-01,Virginia,1511,CDC SODA API,,,
2024,2024-06-01,Washington,2664,CDC SODA API,,,
2024,2024-06-01,West Virginia,914,CDC SODA API,,,
2024,2024-06-01,Wisconsin,1003,CDC SODA API,,,
2024,2024-06-01,Wyoming,43,CDC SODA API,,,
2024,2024-07-01,Alabama,858,CDC SODA API,,,
2024,2024-07-01,Alaska,326,CDC SODA API,,,
2024,2024-07-01,Arizona,1572,CDC SODA API,,,
2024,2024-07-01,Arkansas,181,CDC SODA API,,,
2024,2024-07-01,California,6583,CDC SODA API,,,
2024,2024-07-01,Colorado,997,CDC SODA API,,,
2024,2024-07-01,Connecticut,930,CDC SODA API,,,
2024,2024-07-01,Delaware,339,CDC SODA API,,,
2024,2024-07-01,District of Columbia,426,CDC SODA API,,,
2024,2024-07-01,Florida,3986,CDC SODA API,,,
2024,2024-07-01,Georgia,1345,CDC SODA API,,,
2024,2024-07-01,Hawaii,111,CDC SODA API,,,
2024,2024-07-01,Idaho,157,CDC SODA API,,,
2024,2024-07-01,Illinois,2119,CDC SODA API,,,
2024,2024-07-01,Indiana,1303,CDC SODA API,,,
2024,2024-07-01,Iowa,151,CDC SODA API,,,
2024,2024-07-01,Kansas,294,CDC SODA API,,,
2024,2024-07-01,Kentucky,1211,CDC SODA API,,,
2024,2024-07-01,Maine,419,CDC SODA API,,,
2024,2024-07-01,Maryland,1677,CDC SODA API,,,
2024,2024-07-01,Massachusetts,1614,CDC SODA API,,,
2024,2024-07-01,Michigan,1623,CDC SODA API,,,
2024,2024-07-01,Minnesota,765,CDC SODA API,,,
2024,2024-07-01,Mississippi,345,CDC SODA API,,,
2024,2024-07-01,Missouri,1103,CDC SODA API,,,
2024,2024-07-01,Montana,87,CDC SODA API,,,
2024,2024-07-01,Nebraska,0,CDC SODA API,,,
2024,2024-07-01,Nevada,889,CDC SODA API,,,
2024,2024-07-01,New Hampshire,284,CDC SODA API,,,
2024,2024-07-01,New Jersey,1749,CDC SODA API,,,
2024,2024-07-01,New Mexico,523,CDC SODA API,,,
2024,2024-07-01,New York,2167,CDC SODA API,,,
2024,2024-07-01,New York City,2055,CDC SODA API,,,
2024,2024-07-01,North Carolina,0,CDC SODA API,,,
2024,2024-07-01,North Dakota,0,CDC SODA API,,,
2024,2024-07-01,Ohio,2660,CDC SODA API,,,
2024,2024-07-01,Oklahoma,636,CDC SODA API,,,
2024,2024-07-01,Oregon,1218,CDC SODA API,,,
2024,2024-07-01,Puerto Rico,529,CDC SODA API,,,
2024,2024-07-01,Rhode Island,271,CDC SODA API,,,
2024,2024-07-01,South Carolina,1193,CDC SODA API,,,
2024,2024-07-01,South Dakota,28,CDC SODA API,,,
2024,2024-07-01,Tennessee,2286,CDC SODA API,,,
2024,2024-07-01,Texas,2327,CDC SODA API,,,
2024,2024-07-01,United States,60783,CDC SODA API,,,
2024,2024-07-01,Utah,353,CDC SODA API,,,
2024,2024-07-01,Vermont,199,CDC SODA API,,,
2024,2024-07-01,Virginia,1411,CDC SODA API,,,
2024,2024-07-01,Washington,2582,CDC SODA API,,,
2024,2024-07-01,West Virginia,855,CDC SODA API,,,
2024,2024-07-01,Wisconsin,943,CDC SODA API,,,
2024,2024-07-01,Wyoming,43,CDC SODA API,,,
2024,2024-08-01,Alabama,849,CDC SODA API,,,
2024,2024-08-01,Alaska,322,CDC SODA API,,,
2024,2024-08-01,Arizona,1538,CDC SODA API,,,
2024,2024-08-01,Arkansas,163,CDC SODA API,,,
2024,2024-08-01,California,6222,CDC SODA API,,,
2024,2024-08-01,Colorado,942,CDC SODA API,,,
2024,2024-08-01,Connecticut,904,CDC SODA API,,,
2024,2024-08-01,Delaware,319,CDC SODA API,,,
2024,2024-08-01,District of Columbia,405,CDC SODA API,,,
2024,2024-08-01,Florida,3788,CDC SODA API,,,
2024,2024-08-01,Georgia,1270,CDC SODA API,,,
2024,2024-08-01,Hawaii,109,CDC SODA API,,,
2024,2024-08-01,Idaho,147,CDC SODA API,,,
2024,2024-08-01,Illinois,2045,CDC SODA API,,,
2024,2024-08-01,Indiana,1230,CDC SODA API,,,
2024,2024-08-01,Iowa,137,CDC SODA API,,,
2024,2024-08-01,Kansas,289,CDC SODA API,,,
2024,2024-08-01,Kentucky,1139,CDC SODA API,,,
2024,2024-08-01,Maine,404,CDC SODA API,,,
2024,2024-08-01,Maryland,1633,CDC SODA API,,,
2024,2024-08-01,Massachusetts,1549,CDC SODA API,,,
2024,2024-08-01,Michigan,1526,CDC SODA API,,,
2024,2024-08-01,Minnesota,726,CDC SODA API,,,
2024,2024-08-01,Mississippi,329,CDC SODA API,,,
2024,2024-08-01,Missouri,1041,CDC SODA API,,,
2024,2024-08-01,Montana,83,CDC SODA API,,,
2024,2024-08-01,Nebraska,0,CDC SODA API,,,
2024,2024-08-01,Nevada,864,CDC SODA API,,,
2024,2024-08-01,New Hampshire,269,CDC SODA API,,,
2024,2024-08-01,New Jersey,1676,CDC SODA API,,,
2024,2024-08-01,New Mexico,499,CDC SODA API,,,
2024,2024-08-01,New York,2037,CDC SODA API,,,
2024,2024-08-01,New York City,1971,CDC SODA API,,,
2024,2024-08-01,North Carolina,0,CDC SODA API,,,
2024,2024-08-01,North Dakota,59,CDC SODA API,,,
2024,2024-08-01,Ohio,2562,CDC SODA API,,,
2024,2024-08-01,Oklahoma,620,CDC SODA API,,,
2024,2024-08-01,Oregon,1143,CDC SODA API,,,
2024,2024-08-01,Puerto Rico,515,CDC SODA API,,,
2024,2024-08-01,Rhode Island,263,CDC SODA API,,,
2024,2024-08-01,South Carolina,1146,CDC SODA API,,,
2024,2024-08-01,South Dakota,27,CDC SODA API,,,
2024,2024-08-01,Tennessee,2155,CDC SODA API,,,
2024,2024-08-01,Texas,2242,CDC SODA API,,,
2024,2024-08-01,United States,58042,CDC SODA API,,,
2024,2024-08-01,Utah,347,CDC SODA API,,,
2024,2024-08-01,Vermont,190,CDC SODA API,,,
2024,2024-08-01,Virginia,1332,CDC SODA API,,,
2024,2024-08-01,Washington,2491,CDC SODA API,,,
2024,2024-08-01,West Virginia,795,CDC SODA API,,,
2024,2024-08-01,Wisconsin,893,CDC SODA API,,,
2024,2024-08-01,Wyoming,40,CDC SODA API,,,
2024,2024-09-01,Alabama,819,CDC SODA API,,,
2024,2024-09-01,Alaska,299,CDC SODA API,,,
2024,2024-09-01,Arizona,1499,CDC SODA API,,,
2024,2024-09-01,Arkansas,153,CDC SODA API,,,
2024,2024-09-01,California,5923,CDC SODA API,,,
2024,2024-09-01,Colorado,892,CDC SODA API,,,
2024,2024-09-01,Connecticut,851,CDC SODA API,,,
2024,2024-09-01,Delaware,305,CDC SODA API,,,
2024,2024-09-01,District of Columbia,377,CDC SODA API,,,
2024,2024-09-01,Florida,3592,CDC SODA API,,,
2024,2024-09-01,Georgia,1221,CDC SODA API,,,
2024,2024-09-01,Hawaii,107,CDC SODA API,,,
2024,2024-09-01,Idaho,139,CDC SODA API,,,
2024,2024-09-01,Illinois,1939,CDC SODA API,,,
2024,2024-09-01,Indiana,1170,CDC SODA API,,,
2024,2024-09-01,Iowa,129,CDC SODA API,,,
2024,2024-09-01,Kansas,291,CDC SODA API,,,
2024,2024-09-01,Kentucky,1083,CDC SODA API,,,
2024,2024-09-01,Maine,383,CDC SODA API,,,
2024,2024-09-01,Maryland,1589,CDC SODA API,,,
2024,2024-09-01,Massachusetts,1449,CDC SODA API,,,
2024,2024-09-01,Michigan,1431,CDC SODA API,,,
2024,2024-09-01,Minnesota,700,CDC SODA API,,,
2024,2024-09-01,Mississippi,309,CDC SODA API,,,
2024,2024-09-01,Missouri,977,CDC SODA API,,,
2024,2024-09-01,Montana,81,CDC SODA API,,,
2024,2024-09-01,Nebraska,0,CDC SODA API,,,
2024,2024-09-01,Nevada,837,CDC SODA API,,,
2024,2024-09-01,New Hampshire,255,CDC SODA API,,,
2024,2024-09-01,New Jersey,1632,CDC SODA API,,,
2024,2024-09-01,New Mexico,478,CDC SODA API,,,
2024,2024-09-01,New York,1936,CDC SODA API,,,
2024,2024-09-01,New York City,1894,CDC SODA API,,,
2024,2024-09-01,North Carolina,0,CDC SODA API,,,
2024,2024-09-01,North Dakota,54,CDC SODA API,,,
2024,2024-09-01,Ohio,2439,CDC SODA API,,,
2024,2024-09-01,Oklahoma,581,CDC SODA API,,,
2024,2024-09-01,Oregon,1082,CDC SODA API,,,
2024,2024-09-01,Puerto Rico,497,CDC SODA API,,,
2024,2024-09-01,Rhode Island,255,CDC SODA API,,,
2024,2024-09-01,South Carolina,1081,CDC SODA API,,,
2024,2024-09-01,South Dakota,28,CDC SODA API,,,
2024,2024-09-01,Tennessee,2017,CDC SODA API,,,
2024,2024-09-01,Texas,2153,CDC SODA API,,,
2024,2024-09-01,United States,55391,CDC SODA API,,,
2024,2024-09-01,Utah,336,CDC SODA API,,,
2024,2024-09-01,Vermont,182,CDC SODA API,,,
2024,2024-09-01,Virginia,1267,CDC SODA API,,,
2024,2024-09-01,Washington,2403,CDC SODA API,,,
2024,2024-09-01,West Virginia,747,CDC SODA API,,,
2024,2024-09-01,Wisconsin,844,CDC SODA API,,,
2024,2024-09-01,Wyoming,37,CDC SODA API,,,
2024,2024-10-01,Alabama,791,CDC SODA API,,,
2024,2024-10-01,Alaska,292,CDC SODA API,,,
2024,2024-10-01,Arizona,1457,CDC SODA API,,,
2024,2024-10-01,Arkansas,144,CDC SODA API,,,
2024,2024-10-01,California,5667,CDC SODA API,,,
2024,2024-10-01,Colorado,852,CDC SODA API,,,
2024,2024-10-01,Connecticut,834,CDC SODA API,,,
2024,2024-10-01,Delaware,287,CDC SODA API,,,
2024,2024-10-01,District of Columbia,365,CDC SODA API,,,
2024,2024-10-01,Florida,0,CDC SODA API,,,
2024,2024-10-01,Georgia,1177,CDC SODA API,,,
2024,2024-10-01,Hawaii,112,CDC SODA API,,,
2024,2024-10-01,Idaho,134,CDC SODA API,,,
2024,2024-10-01,Illinois,1833,CDC SODA API,,,
2024,2024-10-01,Indiana,1127,CDC SODA API,,,
2024,2024-10-01,Iowa,134,CDC SODA API,,,
2024,2024-10-01,Kansas,279,CDC SODA API,,,
2024,2024-10-01,Kentucky,1045,CDC SODA API,,,
2024,2024-10-01,Maine,368,CDC SODA API,,,
2024,2024-10-01,Maryland,1482,CDC SODA API,,,
2024,2024-10-01,Massachusetts,1401,CDC SODA API,,,
2024,2024-10-01,Michigan,1337,CDC SODA API,,,
2024,2024-10-01,Minnesota,673,CDC SODA API,,,
2024,2024-10-01,Mississippi,300,CDC SODA API,,,
2024,2024-10-01,Missouri,909,CDC SODA API,,,
2024,2024-10-01,Montana,79,CDC SODA API,,,
2024,2024-10-01,Nebraska,0,CDC SODA API,,,
2024,2024-10-01,Nevada,832,CDC SODA API,,,
2024,2024-10-01,New Hampshire,239,CDC SODA API,,,
2024,2024-10-01,New Jersey,1555,CDC SODA API,,,
2024,2024-10-01,New Mexico,452,CDC SODA API,,,
2024,2024-10-01,New York,1833,CDC SODA API,,,
2024,2024-10-01,New York City,1777,CDC SODA API,,,
2024,2024-10-01,North Carolina,1946,CDC SODA API,,,
2024,2024-10-01,North Dakota,0,CDC SODA API,,,
2024,2024-10-01,Ohio,2317,CDC SODA API,,,
2024,2024-10-01,Oklahoma,548,CDC SODA API,,,
2024,2024-10-01,Oregon,1031,CDC SODA API,,,
2024,2024-10-01,Puerto Rico,485,CDC SODA API,,,
2024,2024-10-01,Rhode Island,243,CDC SODA API,,,
2024,2024-10-01,South Carolina,1004,CDC SODA API,,,
2024,2024-10-01,South Dakota,25,CDC SODA API,,,
2024,2024-10-01,Tennessee,1903,CDC SODA API,,,
2024,2024-10-01,Texas,2064,CDC SODA API,,,
2024,2024-10-01,United States,52876,CDC SODA API,,,
2024,2024-10-01,Utah,341,CDC SODA API,,,
2024,2024-10-01,Vermont,181,CDC SODA API,,,
2024,2024-10-01,Virginia,1180,CDC SODA API,,,
2024,2024-10-01,Washington,2342,CDC SODA API,,,
2024,2024-10-01,West Virginia,707,CDC SODA API,,,
2024,2024-10-01,Wisconsin,798,CDC SODA API,,,
2024,2024-10-01,Wyoming,35,CDC SODA API,,,
2024,2024-11-01,Alabama,741,CDC SODA API,,,
2024,2024-11-01,Alaska,288,CDC SODA API,,,
2024,2024-11-01,Arizona,1471,CDC SODA API,,,
2024,2024-11-01,Arkansas,132,CDC SODA API,,,
2024,2024-11-01,California,5467,CDC SODA API,,,
2024,2024-11-01,Colorado,803,CDC SODA API,,,
2024,2024-11-01,Connecticut,788,CDC SODA API,,,
2024,2024-11-01,Delaware,274,CDC SODA API,,,
2024,2024-11-01,District of Columbia,343,CDC SODA API,,,
2024,2024-11-01,Florida,0,CDC SODA API,,,
2024,2024-11-01,Georgia,1109,CDC SODA API,,,
2024,2024-11-01,Hawaii,108,CDC SODA API,,,
2024,2024-11-01,Idaho,128,CDC SODA API,,,
2024,2024-11-01,Illinois,1757,CDC SODA API,,,
2024,2024-11-01,Indiana,1088,CDC SODA API,,,
2024,2024-11-01,Iowa,129,CDC SODA API,,,
2024,2024-11-01,Kansas,275,CDC SODA API,,,
2024,2024-11-01,Kentucky,1007,CDC SODA API,,,
2024,2024-11-01,Maine,356,CDC SODA API,,,
2024,2024-11-01,Maryland,1381,CDC SODA API,,,
2024,2024-11-01,Massachusetts,1345,CDC SODA API,,,
2024,2024-11-01,Michigan,1271,CDC SODA API,,,
2024,2024-11-01,Minnesota,634,CDC SODA API,,,
2024,2024-11-01,Mississippi,275,CDC SODA API,,,
2024,2024-11-01,Missouri,868,CDC SODA API,,,
2024,2024-11-01,Montana,78,CDC SODA API,,,
2024,2024-11-01,Nebraska,0,CDC SODA API,,,
2024,2024-11-01,Nevada,803,CDC SODA API,,,
2024,2024-11-01,New Hampshire,232,CDC SODA API,,,
2024,2024-11-01,New Jersey,1512,CDC SODA API,,,
2024,2024-11-01,New Mexico,436,CDC SODA API,,,
2024,2024-11-01,New York,1696,CDC SODA API,,,
2024,2024-11-01,New York City,1725,CDC SODA API,,,
2024,2024-11-01,North Carolina,1942,CDC SODA API,,,
2024,2024-11-01,North Dakota,51,CDC SODA API,,,
2024,2024-11-01,Ohio,2206,CDC SODA API,,,
2024,2024-11-01,Oklahoma,522,CDC SODA API,,,
2024,2024-11-01,Oregon,1026,CDC SODA API,,,
2024,2024-11-01,Puerto Rico,480,CDC SODA API,,,
2024,2024-11-01,Rhode Island,223,CDC SODA API,,,
2024,2024-11-01,South Carolina,974,CDC SODA API,,,
2024,2024-11-01,South Dakota,26,CDC SODA API,,,
2024,2024-11-01,Tennessee,1794,CDC SODA API,,,
2024,2024-11-01,Texas,1952,CDC SODA API,,,
2024,2024-11-01,United States,50725,CDC SODA API,,,
2024,2024-11-01,Utah,315,CDC SODA API,,,
2024,2024-11-01,Vermont,180,CDC SODA API,,,
2024,2024-11-01,Virginia,1121,CDC SODA API,,,
2024,2024-11-01,Washington,2344,CDC SODA API,,,
2024,2024-11-01,West Virginia,655,CDC SODA API,,,
2024,2024-11-01,Wisconsin,738,CDC SODA API,,,
2024,2024-11-01,Wyoming,32,CDC SODA API,,,
2024,2024-12-01,Alabama,714,CDC SODA API,,,
2024,2024-12-01,Alaska,255,CDC SODA API,,,
2024,2024-12-01,Arizona,1525,CDC SODA API,,,
2024,2024-12-01,Arkansas,125,CDC SODA API,,,
2024,2024-12-01,California,5265,CDC SODA API,,,
2024,2024-12-01,Colorado,817,CDC SODA API,,,
2024,2024-12-01,Connecticut,766,CDC SODA API,,,
2024,2024-12-01,Delaware,269,CDC SODA API,,,
2024,2024-12-01,District of Columbia,315,CDC SODA API,,,
2024,2024-12-01,Florida,0,CDC SODA API,,,
2024,2024-12-01,Georgia,1074,CDC SODA API,,,
2024,2024-12-01,Hawaii,108,CDC SODA API,,,
2024,2024-12-01,Idaho,125,CDC SODA API,,,
2024,2024-12-01,Illinois,1668,CDC SODA API,,,
2024,2024-12-01,Indiana,1044,CDC SODA API,,,
2024,2024-12-01,Iowa,125,CDC SODA API,,,
2024,2024-12-01,Kansas,286,CDC SODA API,,,
2024,2024-12-01,Kentucky,934,CDC SODA API,,,
2024,2024-12-01,Maine,346,CDC SODA API,,,
2024,2024-12-01,Maryland,1309,CDC SODA API,,,
2024,2024-12-01,Massachusetts,1257,CDC SODA API,,,
2024,2024-12-01,Michigan,1181,CDC SODA API,,,
2024,2024-12-01,Minnesota,610,CDC SODA API,,,
2024,2024-12-01,Mississippi,250,CDC SODA API,,,
2024,2024-12-01,Missouri,839,CDC SODA API,,,
2024,2024-12-01,Montana,73,CDC SODA API,,,
2024,2024-12-01,Nebraska,0,CDC SODA API,,,
2024,2024-12-01,Nevada,799,CDC SODA API,,,
2024,2024-12-01,New Hampshire,222,CDC SODA API,,,
2024,2024-12-01,New Jersey,1479,CDC SODA API,,,
2024,2024-12-01,New Mexico,428,CDC SODA API,,,
2024,2024-12-01,New York,1555,CDC SODA API,,,
2024,2024-12-01,New York City,1619,CDC SODA API,,,
2024,2024-12-01,North Carolina,1951,CDC SODA API,,,
2024,2024-12-01,North Dakota,0,CDC SODA API,,,
2024,2024-12-01,Ohio,2084,CDC SODA API,,,
2024,2024-12-01,Oklahoma,515,CDC SODA API,,,
2024,2024-12-01,Oregon,998,CDC SODA API,,,
2024,2024-12-01,Puerto Rico,468,CDC SODA API,,,
2024,2024-12-01,Rhode Island,202,CDC SODA API,,,
2024,2024-12-01,South Carolina,930,CDC SODA API,,,
2024,2024-12-01,South Dakota,24,CDC SODA API,,,
2024,2024-12-01,Tennessee,1696,CDC SODA API,,,
2024,2024-12-01,Texas,1870,CDC SODA API,,,
2024,2024-12-01,United States,48662,CDC SODA API,,,
2024,2024-12-01,Utah,303,CDC SODA API,,,
2024,2024-12-01,Vermont,165,CDC SODA API,,,
2024,2024-12-01,Virginia,1064,CDC SODA API,,,
2024,2024-12-01,Washington,2342,CDC SODA API,,,
2024,2024-12-01,West Virginia,586,CDC SODA API,,,
2024,2024-12-01,Wisconsin,708,CDC SODA API,,,
2024,2024-12-01,Wyoming,32,CDC SODA API,,,
2025,2025-01-01,Alabama,681,CDC SODA API,,,
2025,2025-01-01,Alaska,242,CDC SODA API,,,
2025,2025-01-01,Arizona,1599,CDC SODA API,,,
2025,2025-01-01,Arkansas,119,CDC SODA API,,,
2025,2025-01-01,California,5116,CDC SODA API,,,
2025,2025-01-01,Colorado,824,CDC SODA API,,,
2025,2025-01-01,Connecticut,726,CDC SODA API,,,
2025,2025-01-01,Delaware,267,CDC SODA API,,,
2025,2025-01-01,District of Columbia,310,CDC SODA API,,,
2025,2025-01-01,Florida,0,CDC SODA API,,,
